s_m,x_m,y_m,yaw_rad,curvature_1pm,target_speed_mps,lon_deg,lat_deg
39.400000000000006,717.8143395198703,-337.6433085120819,-3.0952359346956335,-1.2957833693301197e-11,3.0,118.82209439996889,31.88546689855383
39.6,717.6145543753998,-337.6525765356512,-3.0952359346961527,3.0547717399553028e-12,3.0,118.82209228626314,31.885466815297757
39.800000000000004,717.4147692309294,-337.6618445592204,-3.0952359346961855,-3.335285082674186e-12,3.0,118.8220901725574,31.885466732041685
40.0,717.2149840878022,-337.6711125827897,-3.0952359346960607,-6.9229857730401395e-12,3.0,118.82208805885166,31.885466648785613
40.2,717.0151989433318,-337.680380606359,-3.095235934695991,-2.9058067057023196e-12,3.0,118.82208594514591,31.88546656552954
40.400000000000006,716.8154137988614,-337.68964862992823,-3.0952359346957716,2.0997744915349805e-11,3.0,118.82208383144017,31.88546648227347
40.6,716.6156286557342,-337.6989166534975,-3.095235934695809,2.161265041094291e-11,3.0,118.82208171773443,31.885466399017396
40.800000000000004,716.4158435112638,-337.7081846770668,-3.0952359346957414,1.2661894858208586e-11,3.0,118.82207960402869,31.885466315761324
41.0,716.2160583667934,-337.71745270063604,-3.0952359346955394,-1.8449692302346073e-11,3.0,118.82207749032294,31.88546623250525
41.2,716.0162732236662,-337.7267207238098,-3.0952359346956415,-1.3828050517428358e-11,3.0,118.8220753766172,31.885466149249183
41.400000000000006,715.8164880791958,-337.7359887473791,-3.09523593469611,3.873555733011494e-12,3.0,118.82207326291146,31.88546606599311
41.6,715.6167029360686,-337.7452567709484,-3.0952359346961464,3.7994703970043464e-12,3.0,118.82207114920573,31.88546598273704
41.800000000000004,715.4169177929413,-337.75452479451764,-3.095235934696186,-3.703845461435117e-12,3.0,118.8220690355,31.885465899480966
42.0,715.217132648471,-337.7637928180869,-3.095235934696056,-6.4540180403934625e-12,3.0,118.82206692179425,31.885465816224894
42.2,715.0173475040006,-337.7730608416562,-3.095235934695996,-9.506483051379355e-13,3.0,118.8220648080885,31.88546573296882
42.400000000000006,714.8175623608732,-337.78232886522545,-3.095235934695762,2.002889888701185e-11,3.0,118.82206269438277,31.88546564971275
