index,s_m,x_m,y_m,yaw_rad,curvature_1pm,target_speed_mps,lat_deg,lon_deg,elevation_m
93,46.5,39.88264347697169,-2.687961837371895,0.35543029402676785,0.030652125800266262,5.796338880404012,,,
94,47.0,40.37326893226136,-2.5015782305600136,0.3702391821310316,0.025714381081832247,5.718176668876473,,,
95,47.5,40.85651154039438,-2.310539040908057,0.38224871288234036,0.02044692724207203,5.638931141314215,,,
96,48.0,41.3332046405696,-2.1162390618668954,0.39135426503461823,0.014871939122722642,5.558555965040132,,,
97,48.5,41.804181571985836,-1.9200730868873996,0.3974600345130427,0.009007602316648143,5.477001407383718,,,
98,49.0,42.27027567384193,-1.7234359094204403,0.4004775253297944,0.0028691622837753446,5.39421397577842,,,
99,49.5,42.7323202853367,-1.5277223229168881,0.40032458453583025,-0.0035293622284384195,5.310136007343242,,,
100,50.0,43.19114874566898,-1.334327120827614,0.39692516483419393,-0.010172822059709461,5.22470519900245,,,
101,50.5,43.64759439403761,-1.1446450966034885,0.39020998585597344,-0.0170419640789193,5.137854067262249,,,
102,51.0,44.10249056964143,-0.9600710436953823,0.38011824956991885,-0.024109894124126483,5.049509324328774,,,
103,51.5,44.55667061167925,-0.7819997555541667,0.3666005403100478,-0.03133808674841853,4.959591154166161,,,
104,52.0,45.010967859349904,-0.6118260256307113,0.3496229961209903,-0.038672152487475006,4.868012368152246,,,
105,52.5,45.46621565185224,-0.4509446473758878,0.32917276421315855,-0.046037722781352576,4.774677414913309,,,
106,53.0,45.92324732838507,-0.30075041424056603,0.3052646378806202,-0.05333700509492544,4.6794812123229255,,,
107,53.5,46.38289622814723,-0.1626381196756176,0.2779486073237835,-0.06044676909492735,4.5823077609958975,,,
108,54.0,46.84599569033756,-0.03800255713191292,0.24731784346488114,-0.06721869187958082,4.483028487137154,,,
109,54.5,47.31332703373127,0.07186604880387006,0.21457217505682416,-0.06696388598916712,4.381500247230763,,,
110,55.0,47.78507278853659,0.16688112849447093,0.18322808091919748,-0.06328436533806978,4.277562906198252,,,
111,55.5,48.26103197587167,0.24772702317136225,0.15358038799194587,-0.05952627300807292,4.171036371992366,,,
112,56.0,48.74099734993398,0.31510067151779436,0.12564693336777344,-0.05573919215422954,4.061716929634958,,,
113,56.5,49.22476166492101,0.3696990122170179,0.09943117019781496,-0.05196432811705642,3.9493726611302757,,,
114,57.0,49.712117675030235,0.4122189839522827,0.07492469036299507,-0.04823466988784173,3.8337376561892227,,,
115,57.5,50.202858134459134,0.4433575254068395,0.052109641758758166,-0.04457550884983772,3.7145045990661036,,,
116,58.0,50.69677579740518,0.46381157526393857,0.030960966013643558,-0.041005182154077294,3.5913151374507963,,,
117,58.5,51.19366341806585,0.4742780722068302,0.011448412325306053,-0.0375359307530273,3.4637471640527164,,,
118,59.0,51.69331375063862,0.47545395491876463,-0.006461692774748663,-0.034174787846664334,3.3312977075733166,,,
119,59.5,52.19551954932098,0.4680361620829925,-0.022804921741085466,-0.030924438181133256,3.193359424882084,,,
120,60.0,52.70007356831039,0.4527216323827639,-0.037617457730680565,-0.027784009958606037,3.049187501037487,,,
121,60.5,53.20676856180434,0.4302073045013295,-0.050935022956305094,-0.024749778122944818,2.897851689870141,,,
122,61.0,53.7153972840003,0.401190117121939,-0.06279200051158719,-0.02181577044964541,2.738164424661754,,,
123,61.5,54.22575248909575,0.3663670089278435,-0.07322072483032481,-0.018974276679694927,2.5685685539777277,,,
